ï»¿time,generation biomass,generation fossil gas,generation hydro water reservoir,generation nuclear,generation solar,forecast solar day ahead,total load forecast,total load actual,price day ahead,price actual
2018-01-04 02:00:00+01:00,256.0,4050.0,3481.0,6075.0,250.0,143,21873,21436.0,29.03,12.96
2018-01-04 03:00:00+01:00,255.0,4148.0,3183.0,6074.0,196.0,71,20962,20636.0,25.09,12.28
2018-01-04 04:00:00+01:00,254.0,4156.0,3022.0,6074.0,175.0,65,20494,20276.0,22.14,13.72
2018-01-04 05:00:00+01:00,254.0,4513.0,3311.0,6073.0,174.0,58,20482,20235.0,22.49,19.94
2018-01-04 06:00:00+01:00,255.0,4433.0,3584.0,6072.0,134.0,40,20954,20708.0,22.97,30.29
2018-01-04 07:00:00+01:00,253.0,4310.0,3877.0,6071.0,92.0,41,21575,21220.0,23.05,40.25
2018-01-04 08:00:00+01:00,255.0,4094.0,4178.0,6069.0,306.0,336,22018,21777.0,22.44,55.12
2018-01-04 09:00:00+01:00,253.0,3999.0,4412.0,6070.0,1259.0,1315,23745,23736.0,25.81,56.32
2018-01-04 10:00:00+01:00,249.0,3716.0,4320.0,6069.0,2731.0,2626,25367,25195.0,28.34,57.75
2018-01-04 11:00:00+01:00,243.0,3227.0,4571.0,6068.0,4021.0,3659,26273,25876.0,28.3,57.08
2018-01-04 12:00:00+01:00,246.0,3156.0,3415.0,6069.0,4742.0,4216,26060,25610.0,26.23,56.58
2018-01-04 13:00:00+01:00,244.0,3202.0,3249.0,6069.0,5166.0,4491,25809,25179.0,22.14,55.28
2018-01-04 14:00:00+01:00,242.0,3412.0,3275.0,6066.0,5024.0,4523,25605,24932.0,19.01,53.47
2018-01-04 15:00:00+01:00,241.0,3606.0,3242.0,6064.0,4778.0,4352,24350,23987.0,13.72,52.87
2018-01-04 16:00:00+01:00,219.0,3383.0,3131.0,6064.0,4102.0,3959,23455,23262.0,14.27,52.4
2018-01-04 17:00:00+01:00,224.0,3501.0,3513.0,6060.0,3251.0,3361,23171,22859.0,19.54,57.71
2018-01-04 18:00:00+01:00,230.0,3402.0,3598.0,6060.0,2152.0,2466,23313,22924.0,20.54,59.34
2018-01-04 19:00:00+01:00,229.0,3382.0,4414.0,6058.0,1019.0,1351,24320,23696.0,25.31,58.13
2018-01-04 20:00:00+01:00,232.0,3291.0,5645.0,6056.0,490.0,545,26696,26026.0,30.03,58.66
2018-01-04 21:00:00+01:00,225.0,3242.0,6944.0,6057.0,381.0,295,29228,28770.0,38.87,57.99
2018-01-04 22:00:00+01:00,229.0,3300.0,5433.0,6056.0,317.0,198,28109,27734.0,38.83,56.78
2018-01-04 23:00:00+01:00,229.0,3485.0,4026.0,6058.0,213.0,190,26367,26027.0,32.02,49.69
2018-01-05 00:00:00+01:00,338.0,3927.0,4556.0,5066.0,29.0,135,24943,24004.0,46.23,38.47
2018-01-05 01:00:00+01:00,336.0,3917.0,3779.0,5066.0,11.0,150,23270,22300.0,36.08,23.57
2018-01-05 02:00:00+01:00,328.0,3910.0,3573.0,5067.0,11.0,166,21899,21162.0,34.3,16.24
2018-01-05 03:00:00+01:00,330.0,3885.0,3471.0,5067.0,11.0,175,21141,20561.0,32.72,14.22
2018-01-05 04:00:00+01:00,332.0,4137.0,3319.0,5066.0,11.0,162,20610,20264.0,32.6,13.62
2018-01-05 05:00:00+01:00,328.0,4187.0,2934.0,5068.0,10.0,105,20177,20037.0,34.99,21.44
2018-01-05 06:00:00+01:00,330.0,4113.0,3149.0,5068.0,11.0,95,20230,20223.0,35.49,32.25
2018-01-05 07:00:00+01:00,317.0,4208.0,3221.0,5067.0,69.0,192,19720,20090.0,34.99,47.08
2018-01-05 08:00:00+01:00,312.0,4259.0,3224.0,5066.0,668.0,857,20320,21114.0,34.99,58.94
2018-01-05 09:00:00+01:00,310.0,4082.0,3298.0,5066.0,1765.0,1968,22036,23050.0,40.88,59.92
2018-01-05 10:00:00+01:00,316.0,3528.0,3565.0,5066.0,2895.0,3096,23348,24492.0,44.68,62.46
2018-01-05 11:00:00+01:00,330.0,3444.0,3593.0,5064.0,3320.0,3852,24068,25223.0,45.43,61.78
2018-01-05 12:00:00+01:00,332.0,3383.0,3615.0,5063.0,3526.0,4248,24228,25389.0,45.15,61.63
2018-01-05 13:00:00+01:00,329.0,3463.0,3563.0,5064.0,3545.0,4357,24501,25542.0,45.13,60.11
2018-01-05 14:00:00+01:00,333.0,3414.0,3230.0,5063.0,3683.0,4198,24362,25099.0,44.5,59.9
2018-01-05 15:00:00+01:00,331.0,3348.0,2831.0,5063.0,3557.0,3937,23112,23834.0,35.59,60.97
2018-01-05 16:00:00+01:00,328.0,3480.0,2685.0,5063.0,3384.0,3612,22208,23017.0,34.91,61.71
2018-01-05 17:00:00+01:00,327.0,3541.0,2795.0,5062.0,2993.0,3183,21639,22735.0,32.72,63.29
2018-01-05 18:00:00+01:00,328.0,3394.0,2664.0,5063.0,2739.0,2546,21561,22835.0,34.54,67.18
2018-01-05 19:00:00+01:00,328.0,3596.0,2987.0,5063.0,2192.0,1659,21865,23281.0,35.4,67.85
2018-01-05 20:00:00+01:00,324.0,4010.0,4207.0,5063.0,1075.0,763,23405,24770.0,45.0,69.6
2018-01-05 21:00:00+01:00,321.0,4169.0,5997.0,5063.0,458.0,372,27009,27316.0,49.65,68.98
2018-01-05 22:00:00+01:00,321.0,4241.0,5530.0,5064.0,305.0,260,26786,26745.0,49.01,64.93
2018-01-05 23:00:00+01:00,328.0,4057.0,4730.0,5064.0,164.0,246,24772,24843.0,47.1,61.69
2018-01-06 00:00:00+01:00,313.0,6867.0,2479.0,4056.0,355.0,308,25331,25315.0,65.61,62.76
2018-01-06 01:00:00+01:00,313.0,6300.0,2291.0,4057.0,302.0,275,23855,23802.0,64.82,57.79
2018-01-06 02:00:00+01:00,316.0,5588.0,2226.0,4056.0,242.0,235,22930,22721.0,63.35,51.25
2018-01-06 03:00:00+01:00,311.0,5332.0,2232.0,4057.0,231.0,245,22558,22606.0,63.04,47.65
2018-01-06 04:00:00+01:00,313.0,5347.0,2090.0,4059.0,230.0,236,22474,22345.0,62.69,39.23
2018-01-06 05:00:00+01:00,310.0,5411.0,2014.0,4059.0,205.0,216,22852,22638.0,62.4,38.62
2018-01-06 06:00:00+01:00,312.0,6322.0,2588.0,4060.0,170.0,176,24481,24358.0,64.97,38.98
2018-01-06 07:00:00+01:00,307.0,6911.0,2876.0,4060.0,309.0,365,27012,26797.0,64.97,44.7
2018-01-06 08:00:00+01:00,305.0,6856.0,3584.0,4060.0,947.0,1052,29389,29053.0,66.13,50.73
2018-01-06 09:00:00+01:00,304.0,6691.0,4205.0,4060.0,2117.0,2165,30703,30364.0,66.26,54.88
2018-01-06 10:00:00+01:00,308.0,6572.0,3885.0,4060.0,3528.0,3264,31381,31084.0,65.95,60.5
2018-01-06 11:00:00+01:00,282.0,6681.0,3649.0,4060.0,4192.0,4071,31826,31549.0,65.08,61.79
2018-01-06 12:00:00+01:00,270.0,6395.0,2978.0,4058.0,4607.0,4411,32202,31908.0,65.08,60.79
2018-01-06 13:00:00+01:00,261.0,6161.0,2465.0,4057.0,4917.0,4608,32138,31924.0,64.97,57.9
2018-01-06 14:00:00+01:00,283.0,5737.0,2236.0,4057.0,4864.0,4576,31095,31032.0,62.86,55.34
2018-01-06 15:00:00+01:00,286.0,5580.0,2072.0,4056.0,4392.0,4392,30193,30223.0,60.52,52.4
2018-01-06 16:00:00+01:00,288.0,5636.0,2109.0,4055.0,3836.0,4070,29697,29762.0,60.0,46.01
2018-01-06 17:00:00+01:00,293.0,5629.0,1928.0,4053.0,3496.0,3623,29534,29657.0,59.85,51.18
2018-01-06 18:00:00+01:00,292.0,5368.0,1834.0,4052.0,2923.0,2961,29069,29153.0,59.72,57.17
2018-01-06 19:00:00+01:00,289.0,5238.0,1924.0,4053.0,2495.0,2086,28908,28886.0,60.75,56.13
2018-01-06 20:00:00+01:00,291.0,5482.0,2325.0,4054.0,1624.0,1219,28896,28695.0,62.81,57.17
2018-01-06 21:00:00+01:00,289.0,6121.0,2665.0,4056.0,816.0,658,29133,29112.0,64.14,56.93
2018-01-06 22:00:00+01:00,292.0,6194.0,2426.0,4057.0,583.0,443,28545,28473.0,63.04,54.39
2018-01-06 23:00:00+01:00,296.0,5663.0,2159.0,4058.0,545.0,411,26597,26404.0,60.16,52.83
2018-01-07 00:00:00+01:00,365.0,5341.0,4287.0,5997.0,104.0,363,25761,25657.0,62.0,48.65
2018-01-07 01:00:00+01:00,364.0,5140.0,3895.0,5999.0,98.0,381,24193,24090.0,61.14,25.47
2018-01-07 02:00:00+01:00,368.0,4917.0,3422.0,6000.0,97.0,242,22999,22924.0,60.89,26.37
2018-01-07 03:00:00+01:00,367.0,4806.0,3110.0,6001.0,96.0,237,22331,22334.0,58.68,27.0
2018-01-07 04:00:00+01:00,365.0,4930.0,2436.0,5995.0,97.0,232,21891,21903.0,58.43,26.15
2018-01-07 05:00:00+01:00,362.0,4912.0,1957.0,5997.0,98.0,206,21704,21520.0,58.34,27.44
2018-01-07 06:00:00+01:00,361.0,4934.0,1600.0,6000.0,100.0,238,21498,21368.0,56.69,29.65
2018-01-07 07:00:00+01:00,362.0,4835.0,1538.0,6000.0,240.0,455,21255,21291.0,52.99,32.91
2018-01-07 08:00:00+01:00,365.0,5033.0,2084.0,6001.0,803.0,1111,22248,22570.0,52.99,40.1
2018-01-07 09:00:00+01:00,365.0,4738.0,2403.0,6000.0,1690.0,2072,24118,24388.0,55.19,52.93
2018-01-07 10:00:00+01:00,363.0,4610.0,2682.0,5991.0,2598.0,3004,25674,25963.0,55.19,54.83
2018-01-07 11:00:00+01:00,363.0,4608.0,2782.0,5987.0,3249.0,3665,26709,26848.0,55.67,59.76
2018-01-07 12:00:00+01:00,359.0,4571.0,2673.0,5985.0,3608.0,4054,27327,27451.0,55.19,58.45
2018-01-07 13:00:00+01:00,360.0,4419.0,2426.0,5984.0,3920.0,4245,27928,27952.0,55.0,60.67
2018-01-07 14:00:00+01:00,361.0,4417.0,2233.0,5985.0,3988.0,4281,28076,28153.0,55.0,60.24
2018-01-07 15:00:00+01:00,361.0,4111.0,2004.0,5992.0,3904.0,4195,27070,27341.0,51.33,56.83
2018-01-07 16:00:00+01:00,360.0,3940.0,1555.0,5986.0,3777.0,3986,26399,26724.0,50.19,56.08
2018-01-07 17:00:00+01:00,356.0,3950.0,1573.0,5985.0,3530.0,3652,26108,26355.0,50.15,60.86
2018-01-07 18:00:00+01:00,357.0,3958.0,1723.0,5993.0,3060.0,3117,26187,26132.0,50.25,68.36
2018-01-07 19:00:00+01:00,361.0,4283.0,2010.0,5997.0,2491.0,2342,26609,26550.0,52.09,76.47
2018-01-07 20:00:00+01:00,362.0,4734.0,2565.0,5998.0,1617.0,1451,27097,27009.0,55.75,78.39
2018-01-07 21:00:00+01:00,368.0,5141.0,3709.0,5999.0,772.0,786,27864,27768.0,61.14,83.31
2018-01-07 22:00:00+01:00,365.0,5289.0,4485.0,6000.0,499.0,541,28816,28830.0,63.19,77.03
2018-01-07 23:00:00+01:00,363.0,5045.0,4109.0,6002.0,461.0,520,27165,27283.0,62.78,70.92
2018-01-08 00:00:00+01:00,363.0,5502.0,1155.0,6960.0,694.0,654,28690,28973.0,62.01,71.54
2018-01-08 01:00:00+01:00,373.0,4968.0,762.0,6959.0,689.0,643,26809,26978.0,58.01,62.36
2018-01-08 02:00:00+01:00,370.0,4834.0,805.0,6965.0,685.0,621,25542,25717.0,54.25,57.12
2018-01-08 03:00:00+01:00,369.0,4708.0,746.0,6973.0,683.0,601,24929,25007.0,52.74,54.64
2018-01-08 04:00:00+01:00,367.0,4799.0,721.0,6978.0,682.0,573,24551,24715.0,52.3,54.37
2018-01-08 05:00:00+01:00,370.0,4823.0,667.0,6990.0,658.0,516,24837,24865.0,52.33,55.67
2018-01-08 06:00:00+01:00,372.0,5017.0,1025.0,6995.0,450.0,437,26571,26500.0,55.0,63.83
2018-01-08 07:00:00+01:00,378.0,5460.0,1393.0,6991.0,306.0,414,28397,28418.0,58.44,70.69
2018-01-08 08:00:00+01:00,381.0,6093.0,1956.0,6991.0,858.0,967,30612,31016.0,63.9,76.22
2018-01-08 09:00:00+01:00,384.0,7053.0,2732.0,6989.0,2356.0,2550,32902,33411.0,65.1,75.63
2018-01-08 10:00:00+01:00,382.0,7591.0,3075.0,6985.0,3843.0,4018,34539,34929.0,65.7,77.49
2018-01-08 11:00:00+01:00,379.0,7936.0,3395.0,6982.0,4842.0,4760,35742,36404.0,66.8,76.51
2018-01-08 12:00:00+01:00,374.0,7881.0,3787.0,6984.0,5213.0,5174,36788,37537.0,67.97,76.37
2018-01-08 13:00:00+01:00,374.0,8060.0,4012.0,6979.0,5347.0,5386,37606,38181.0,68.34,74.99
2018-01-08 14:00:00+01:00,376.0,8097.0,3653.0,6973.0,5360.0,5439,37246,37951.0,68.19,74.59
2018-01-08 15:00:00+01:00,375.0,8272.0,3444.0,6967.0,5175.0,5317,36669,37465.0,67.89,74.51
2018-01-08 16:00:00+01:00,374.0,8231.0,3263.0,6965.0,4890.0,5017,36462,37143.0,67.51,72.71
2018-01-08 17:00:00+01:00,373.0,8303.0,3120.0,6964.0,4367.0,4567,36273,36836.0,67.0,73.33
2018-01-08 18:00:00+01:00,361.0,8452.0,3170.0,6968.0,3699.0,3943,35642,36254.0,65.87,77.39
2018-01-08 19:00:00+01:00,369.0,8222.0,3761.0,6971.0,2734.0,3021,34815,35460.0,65.87,78.13
2018-01-08 20:00:00+01:00,379.0,8113.0,3418.0,6975.0,1436.0,1780,33912,34656.0,65.01,78.73
2018-01-08 21:00:00+01:00,380.0,7962.0,3091.0,6978.0,773.0,865,34049,34867.0,65.86,77.09
2018-01-08 22:00:00+01:00,379.0,6981.0,2802.0,6979.0,676.0,598,33222,34253.0,65.32,74.49
2018-01-08 23:00:00+01:00,376.0,6136.0,2483.0,6979.0,569.0,544,30741,32022.0,62.51,72.72
2018-01-09 00:00:00+01:00,368.0,3975.0,1152.0,6977.0,349.0,384,28124,28117.0,67.49,72.24
2018-01-09 01:00:00+01:00,379.0,3853.0,792.0,6970.0,231.0,280,26654,26500.0,61.91,58.13
2018-01-09 02:00:00+01:00,373.0,3612.0,550.0,6967.0,119.0,190,25314,25217.0,59.28,51.61
2018-01-09 03:00:00+01:00,362.0,3586.0,582.0,6977.0,88.0,100,24614,24377.0,58.07,50.56
2018-01-09 04:00:00+01:00,371.0,3746.0,638.0,6981.0,63.0,45,24159,23901.0,57.57,49.89
2018-01-09 05:00:00+01:00,381.0,3606.0,606.0,6983.0,63.0,159,23830,23569.0,56.74,49.85
2018-01-09 06:00:00+01:00,384.0,3415.0,565.0,6983.0,63.0,45,24194,23825.0,56.62,51.55
2018-01-09 07:00:00+01:00,384.0,3335.0,715.0,6984.0,58.0,105,24864,24302.0,57.95,59.72
2018-01-09 08:00:00+01:00,386.0,3608.0,1091.0,6985.0,389.0,486,25958,25030.0,60.91,64.86
2018-01-09 09:00:00+01:00,384.0,3875.0,1395.0,6985.0,1393.0,1567,27850,27215.0,66.5,70.23
2018-01-09 10:00:00+01:00,381.0,3945.0,1275.0,6983.0,2948.0,3318,29572,29131.0,64.68,71.18
2018-01-09 11:00:00+01:00,382.0,3804.0,979.0,6975.0,4346.0,4388,30654,30124.0,64.86,68.16
2018-01-09 12:00:00+01:00,379.0,3722.0,1271.0,6967.0,4954.0,4904,31145,30821.0,63.62,65.86
2018-01-09 13:00:00+01:00,373.0,4058.0,1599.0,6965.0,5159.0,5160,31680,31551.0,66.86,63.52
2018-01-09 14:00:00+01:00,356.0,4116.0,2037.0,6964.0,5188.0,5185,31536,31594.0,67.19,61.71
2018-01-09 15:00:00+01:00,348.0,3954.0,1896.0,6960.0,5028.0,5030,30944,30933.0,66.37,61.66
2018-01-09 16:00:00+01:00,378.0,4051.0,1601.0,6956.0,4672.0,4692,30300,30414.0,63.96,62.75
2018-01-09 17:00:00+01:00,379.0,4518.0,1624.0,6951.0,4111.0,4136,29871,30087.0,62.43,65.84
2018-01-09 18:00:00+01:00,382.0,5307.0,2400.0,6944.0,3258.0,3278,29546,29701.0,68.49,75.75
2018-01-09 19:00:00+01:00,384.0,5984.0,3197.0,6942.0,1963.0,2119,29375,29364.0,70.0,77.63
2018-01-09 20:00:00+01:00,388.0,6294.0,2865.0,6947.0,871.0,1038,29885,29672.0,71.14,77.86
2018-01-09 21:00:00+01:00,387.0,6539.0,3306.0,6949.0,588.0,550,31107,31042.0,70.67,76.34
2018-01-09 22:00:00+01:00,393.0,5644.0,2794.0,6953.0,478.0,524,29418,29442.0,68.72,73.3
2018-01-09 23:00:00+01:00,394.0,5657.0,1911.0,6956.0,301.0,450,27803,27625.0,67.15,69.13
2018-01-10 00:00:00+01:00,348.0,4227.0,608.0,7006.0,49.0,203,23685,23720.0,59.53,65.84
2018-01-10 01:00:00+01:00,347.0,4013.0,667.0,7009.0,49.0,176,22447,22667.0,56.1,55.01
2018-01-10 02:00:00+01:00,350.0,4027.0,531.0,7011.0,49.0,84,21677,21892.0,51.41,53.66
2018-01-10 03:00:00+01:00,349.0,3834.0,572.0,7013.0,49.0,64,21451,21649.0,47.38,51.71
2018-01-10 04:00:00+01:00,352.0,3932.0,500.0,7013.0,49.0,49,21488,21547.0,47.59,52.17
2018-01-10 05:00:00+01:00,353.0,4037.0,434.0,7012.0,49.0,48,22128,22136.0,51.61,51.71
2018-01-10 06:00:00+01:00,362.0,4988.0,935.0,7014.0,49.0,51,24722,24622.0,69.13,54.75
2018-01-10 07:00:00+01:00,359.0,6012.0,1520.0,7016.0,49.0,42,28532,28097.0,74.9,65.12
2018-01-10 08:00:00+01:00,366.0,5906.0,1711.0,7018.0,164.0,216,30130,29724.0,75.67,72.85
2018-01-10 09:00:00+01:00,367.0,5865.0,1977.0,7019.0,1068.0,1223,31310,30807.0,76.24,73.29
2018-01-10 10:00:00+01:00,366.0,5642.0,1281.0,7014.0,2357.0,2677,31896,31501.0,73.7,73.7
2018-01-10 11:00:00+01:00,370.0,4869.0,1149.0,7009.0,3918.0,3975,32313,32181.0,72.45,65.99
2018-01-10 12:00:00+01:00,365.0,4685.0,1072.0,7007.0,4643.0,4766,32979,32949.0,69.95,65.55
2018-01-10 13:00:00+01:00,367.0,4508.0,1080.0,7009.0,4954.0,5050,33239,33195.0,66.23,56.26
2018-01-10 14:00:00+01:00,367.0,4218.0,969.0,7012.0,4947.0,5031,32449,32426.0,61.17,54.42
2018-01-10 15:00:00+01:00,367.0,4265.0,764.0,7011.0,4757.0,4854,31962,31895.0,59.45,55.59
2018-01-10 16:00:00+01:00,366.0,4079.0,613.0,7010.0,4442.0,4503,31960,31644.0,58.18,55.39
2018-01-10 17:00:00+01:00,363.0,4612.0,819.0,7011.0,3724.0,3904,31886,31656.0,60.42,58.42
2018-01-10 18:00:00+01:00,366.0,5084.0,1049.0,7010.0,2534.0,2794,31371,30812.0,69.93,61.47
2018-01-10 19:00:00+01:00,366.0,6322.0,1754.0,7011.0,1092.0,1414,31495,30893.0,75.0,64.01
